id,label,text
629,14924216 14781104 14717848 14791612,15635335 15706536 15632285 88 110 104 116 14846908 15698600 14924964 15705775 14720387 14728335 14724264 14781595 15706552 15252363 14854334 14925216 14849158 15635335 14848937 14925705 14860165 14851005 14720387 14858934 14849162 14847388 15708557 14785186 15708557 14853024 14976901 14781595 15706552 14854553 14782906 14925705 14785422 14783119 14781595 15706552 15252363 14786472 87 53 87 116 15710888 14924977 14720387 14925703 14925741 15630474 15704454 14720169 14788480 14976901 39 87 53 87 84 14786472 14925703 14925741 15637633 14728335 14724264 14723494 14718849 14976902 14848641 14925725 15710364 15635335 14854815 14976902 14846908 15698600 14924964 15705775 14723494 14718849 14976902 72 83 68 14924964 15705775 14723494 14718849 14976902 14924988 14847398 15706534 14847893 14976902 14782112 15705739 14924988 14847398 14976902 14728335 14724264 15637896 15706552 14976902 14848641 14925725 14792088 15632285 14976902 39 14859453 15706537 15706243 15706557 14976902 14791612 14847407 14847900 14859453 14925705 14847873 14925228 14720387 14856354 14924443 14859956 14846135 14976901 87 53 87 84 14789284 14786472 15635855 14854334 14846908 15698600 15635335 14848937 14851237 15638424 14782112 15705739 14847388 14723494 14718849 15252363 14782087 14859143 14846102 14720387 14925703 14925741 14721212 14847407 14724264 14723494 14718849 14859956 14846135 14976901 14925706 14849931 14925193 15632285 14717871 15710888 14924977 15252363 87 53 87 84 15710888 14924977 14786472 14925703 14925741 14854539 14844591 15635855 14854334 14846908 15698600 15705739 14925725 15697803 39 14859143 14846102 14720387 14853009 14847139 14925705 14844290 14847139 14723494 14718849 14925705 14780832 14847921 14859956 14846135 14976901 14781093 15708039 14925452 15252363 87 53 87 84 15710888 14924977 15252363 14844592 14785422 14846908 15698600 15705739 14925725 14720387 14716606 14714302 15252363 14793894 15708596 14846908 15698600 15635335 14848937 15705739 14925725 14720387 14925716 14925725 15637383 14792325 14976901
630,14844093 15705739 14854331 15699885,14844558 14786441 14925206 14855573 88 70 105 99 117 104 110 99 14844558 14786441 14782626 14781858 14854559 14782910 14854565 14782384 14724264 15252363 14719138 15706241 14847873 14854807 14780811 14925709 14726585 14721689 14854577 14851242 14976901 14724486 14844093 14844558 14786441 14782626 14781858 14720387 14780314 14779572 14718849 15706557 14782848 14846865 14716606 15699637 15252363 14780847 15632262 14858900 14853038 14785415 15630474 15704454 14976902 14785415 14846096 14844596 14791855 14720387 14782903 15634620 15708803 15706536 15252380 14859143 15706553 15042459 14782641 15706243 15042458 14976902 15042459 14780314 14779572 15042458 14976902 15042459 14925245 14716590 15042458 14723726 14788488 14720169 15252363 14846102 14860164 14846360 14847900 14782641 14783416 15706243 15706557 14849419 14780314 14779572 14718849 15706557 14782848 14724263 15252380 14782903 14853529 15042459 15697537 14849963 15042458 14788488 14720169 15252363 14780847 14844093 14976909 14925452 14792344 14782903 15706282 14976908 14723726 14925703 14782142 15636660 15639958 15699333 14720169 15252363 14846120 14850991 14728632 14783409 14719884 14976909 14788543 14858372 14924976 14845883 15704197 14720697 14851005 15706549 14850716 14976908 14720179 14783914 15699333 14720169 15252363 15710367 14846120 14924962 14784674 14719884 14844558 14786441 14782626 14781858 14846360 14716559 14782848 14724263 14976902 14844558 14786441 14782626 14781858 14854559 14782910 14858665 14846621 14849419 14726332 14847888 14858665 14923942 14844587 14924688 15709089 14846128 14720387 14844290 14854590 14976901
631,14924216 14781104 14717848 14791612,15701899 15701899 15646630 88 102 105 99 117 104 110 99 15701899 15701899 15646630 15252363 14786472 15630464 14717871 14925245 14856354 14786237 15697082 70 78 44 15703709 14781592 14715319 14854553 70 85 14781831 14785448 14782100 15632295 14720387 14844591 14782903 14846630 15632285 15646630 14858917 15709862 15252363 14854532 14925741 14780320 15710084 14720425 15252363 14716854 14715310 14716854 15634622 15252363 14716854 14848950 14789259 15252363 14716854 15708340 15699865 15252363 14924701 14849419 14925245 15697549 14853038 14848935 14848150 15252363 14925464 14786472 14925703 14846125 14781602 14785422 15708546 14859197 14853024 15696790 14849419 14719138 15706241 14845359 14852992 14720387 15697581 14786441 14858120 15646630 14976901
632,14783134 15697333 14854817 14925479,100 104 106 41 115 98 102 106 116 114 105 41 105 98 115 15706282 15636660 14783914 14781858
633,14847385 14844587 14848641 14847398,15709098 14716590 70 87 87 15709098 14716590 70 87 87
634,14856354 14844592,100 104 106 41 112 98 127 50 41 105 98 115 98 102 116 98 88 102 105 99 117 104 110 99 15710366 14925741 14786472 14925703 14925741 14793619 14721981 14788239 14924172 15252358
635,15630486 15702410 14718849 15709093,14786237 15697082 14854577 14857858 15710363 14851005 14853303 14780832 14850991 14857858 14854577 14715304 14853508 14925738 15252363 14785422 14925703 14925741 15646113 14844556 15639689 15638450 14847888 15706553 14852992 15252363 14846120 14924962 15706542 14854577 14925245 14850991 15710596 15710363 14720387 15708314 14721468 14846644 14846120 14853303 14780832 14854577 14859690 14717874 14851759 15706553 14852992 14976902 14783914 14783417 15636660 14925463 14723726 14723726 14976901
636,14856354 14844592,14925463 15704193 14858934 15704193 110 87 111 104 105 98 14925463 15704193 14721212 14847407 14854565 14782384 14724264 14786472 14717878 14925463 15704193 14727830 14845881 14779522 14782100 15632295 14720387 14925703 14789561 14726585 14849158 15704193 15639958 15710888 14924977 15252363 14717871 14782384 14846120 15632285 15710336 14782092 14785469 14976902 87 70 67 14723726 14721212 14847407 15706553 14852992 14854542 15705218 14924472 14717871 15252363 15704193 15639958 14844290 14854590 14925756 15704454 14847873 14925757 14717874 15704193 14847648 14976902 14717874 14858934 14976902 14847407 14793644 14976902 14856118 14925463 14723726 15639958 15632020 14976901 14925463 15704193 15704193 15639958 15632285 15710336 14924703 14721159 14720387 15704193 15639958 15710891 14722950 14847873 14846102 14781831 14785448 15252363 14924472 14858640 15704193 15639958 14783914 14783417 14785715 14847399 14791302 14717570 14976902 14849960 14847407 14785715 14858412 14976902 15704193 15639958 14785715 14794626 14786231 15252363 14728350 14717871 14782384 14860193 14785186 14854539 14727561 14720387 15704193 15639958 14924436 15641995 14976901
637,14783134 15697333 14854817 14925479,14851258 14854817 14782638 14783134 70 87 87 14924443 14925757 14925703 14925741 15703709 14781592 14720387 14785469 14851759 14925245 15252363 15697082 14853016 14849419 14854830 14854807 15706282 15636660 14854334 15706266 15252363 14846125 15637383 14925703 14846114 15706266 15252363 14791344 15630472 14720387 14782359 15706282 14783106 14925196 14924962 14846093 15706256 15706250 15637896 14924216 14714302 15252363 15706256 15706250 14854334 14723731 14852485 14791302 15252363 15710367 14785422 14849923 14721162 14853038 14792595 14976902 14782903 15634620 14720387 15634601 14723731 14846120 14924188 15632270 14781614
638,14786237 15697082 14722731 14924977,84 106 102 117 115 66 100 111 104 14782631 14728632 14786237 15697082 15636660 14723510 15252363 14859953 14924443 14925757 14786237 15697082 14854577 14857858 15706282 15636660 14780832 14847921 14925738 14858372
639,14786237 15697082 14722731 14924977,15706282 15636660 14925709 14727830 42 42 14858120 14726836 14858120 14726836 15706282 15636660 14925709 14727830
640,14844093 15705739 14854331 15699885,14858141 15710881 14844093 15705739 14846143 14785469 14724264 88 102 105 99 117 104 110 99 14858141 15710881 14844093 15705739 14780567 14924188 14858412 15710881 14976902 14925716 15710881 14976902 14844093 14721176 15710881 14723726 14925706 14849931 14726844 14850444 14720387 14846123 15710881 14785418 14847398 15252363 14846143 14785469 14846120 15632285 15710336 15706282 15636660 14783914 14781858 14726332 14728344 14783409 14849963 15706533 14846610 14859953 14780834 14846610
641,14924216 14781104 14717848 14791612,14852019 14856371 14844318 14719146 14923942 110 119 111 104 105 98 54 15252366 15706282 15636660 14781615 14846128 53 15252366 14852019 14856371 14844318 14719146 14923942 15252380
642,14924216 14781104 14717848 14791612,14782123 14725004 15706291 15706291 15699126 15706282 14849931 14789282 14925245 14783134 14716559 14923942 14780072 43 14850991 14728632 14854817 14925479 15699126 15706282 15706297 14782848 14976902 14846610 15706250 43 14780567 15641759 15699126 15706282 14782359 14728366 41
643,14924216 14781104 14717848 14791612,14792344 14790825 84 48 14854334 15706266 14859154 14783625 15640254 14720169 15252367 86 73 95 49 49 55 15252366 14792344 14790825 84 48 14854334 15706266 14859154 14783625 15640254 14720169
644,14783134 15697333 14854817 14925479,14844856 14724258 15696790 14723724 14780322 15710891 14859176 14976909 14844856 14724258 15696790 14723724 14780322 15710891 14859176 14976908 14925703 14789561 14717884 15637157 14846120 14716854 15252363 15710908 14785209 14785422 15708580 14720387 14859667 14717871 14976901 39 15632261 14849935 52 42 54 55 14857606 14720387 14844856 14724258 14976901 15696790 14723724 14780322 15710891 14859176 14858166 14786472 14781312 14858900 14780314 14728371 15632000 14847927 14716606 14789005 14720387 15638460 14722442 14782641 15252363 15704454 14858639 14858412 14720387 14721468 14859143 14925479 14779560 14720387 14780314 15708328 15252363 39 14924937 14847916 14720387 14782910 15637157 14785186 14780314 15697796 15634601 15639967 15252363 14715319 14850991 14791836 14781312 14925703 14925212 14925706 15697082 14717871 15632285 14860223 14720387 14780314 15708328 14785186 14851225 14723731 14720387 14720387 14786237 14847388 15634601 14723731 15639967 14976901 39 14715310 15696790 14723724 14780322 15710891 14859176 14720387 14852794 14852995 15252381 39 54 15252361 14859143 14846102 14786237 14847388 39 15252363 14780567 14846592 14780314 14728371 15697082 14847388 53 15252361 14792839 14791612 15696790 14728321 15697049 15252363 15706542 14853024 15696790 14858640 14847927 15635388 14714299 39 52 15252361 14780567 15641759 14779572 15709862 14847388 39 39 51 15252361 14791612 15708292 14792595 14792604 15252363 14853529 15710364 14925237 14854807 14779288 14779522 39 50 15252361 14780567 15641759 14859962 15645855 14779288 15252363 14859962 15645855 14779288 14786472 14925703 15640254 14858370 14852992 14720387 14781831 15697082
645,14786237 15697082 14722731 14924977,14858120 15709862 14924703 14849158 88 70 105 99 117 104 110 99 14858120 15709862 14924703 14849158 15632285 15710336 15706282 15636660 14784411 14726053 14782910 14924216 14717871 14782384 14784674 14719884 14854331 15709098 14923942 14780072
646,15632285 15706536 14721977 14925219,113 104 110 100 98 88 107 127 109 14858120 14846909 14856358 14787719
647,14786237 15697082 14722731 14924977,14783409 14924977 102 119 119 14925756 15704454 15710364 15705739 15706282 15636660 15706241 14847916 14783626 14924443
648,14844093 15705739 14854331 15699885,14924964 15642297 54 14924964 15642297 54
649,14794687 14782344,14785415 14846132 88 102 105 99 117 104 110 99 14716295 14847918 14784409 14723990 15708039 15706557 15697565 15637633 14850999
650,14924216 14781104 14717848 14791612,14780815 15706297 14726585 14714546 39 97 104 117 39 110 72 84 14846120 15710363 14725004 14780832 14847921 14717874 15696790 15252363 14850959 14717884 14976902 15706549 15704228
651,14786237 15697082 14722731 14924977,14714284 15699865 14791341 14793644 14716854 15252367 70 105 99 117 104 110 99 15252366 14785415 14791341 14793644 14720387 14782092 14785469 14794687 14782344
652,14786237 15697082 14722731 14924977,14924455 14719138 15632020 14782358 14786472 15710086 15706241 14847916 14925245 15696831
653,14924216 14781104 14717848 14791612,15706536 15639705 15706282 15636660 14925206 14858665 14923942 14785418 14847398 15706536 15639705 15706282 15636660 14925206 14858665 14923942 14785418 14847398 53
654,15630486 15702410 14718849 15709093,14925754 14854577 14924701 14925754 14854577 14924701 15252363 14786472 14924962 14859956 14846135 14844598 14925228 14976902 14844603 15697547 14924443 14925725 14976902 14714546 14791612 15696045 14925756 14720387 15042459 14727830 14925709 14781861 14846610 15042458 14782910 14859144 15710359 14924443 15252363 14925757 15630997 14859664 14854565 14782392 14780567 14924188 14794626 14791558 14976902 14728371 14781859 14723726 15710359 15701922 14785418 14847398 14720387 15697555 14720152 14728323 14728320 15252363 14782359 14849695 15631546 14786472 14728328 15710336 14925716 14925725 15706538 14728324 14720387 15630997 14859664 14924937 14925725 14925245 14849695 14976901
655,14924216 14781104 14717848 14791612,14849931 14850185 14858120 14849186 15630986 15632262 14724264 14854542 14846612 14850991 14728632 14791055 14780072 14780567 15630741
656,15632285 15706536 14721977 14925219,113 102 117 96 104 113 104 110 100 98 88 102 105 99 117 104 110 99 15706282 15636660 14847406 14782092 14786472 14925703 14789561 14786237 15697082 14850444 14720387 14782092 14785469 14859667 14717871 15252363 15632285 15710336 14786237 15697082 14854334 15706266 14925705 14846644 14782641 15634601 14723731 14720387 14786237 15697082 14925219 14925205 15252363 14854553 14715319 14860201 14858398 14717871 14782384 15704228 14844340 15634601 15639967 15252363 14844593 14925756 15704454 14786472 14860201 14858398 14717871 14782384 15704228 14844340 14717848 14791612 14726844 15634601 15639967 41
657,14782903 15634620 15638402 15706300,68 82 64 88 70 84 85 14785415 15710358 14850991 14854817 14788518 14845597 14925703 14925741 15640254 14720169 15252363 15637383 15704454 14858113 14858639 14853021 52 116 15635128 14720387 112 102 113 15706282 15636660 15706241 14847916 14844093 14785186
658,14786237 15697082 14722731 14924977,14925738 14851258 14786217 14791826 14727830 88 14854542 14846612 70 87 87 14925738 14851258 14844598 14925216 14844573 14782903 15634620 43 14925738 14853033 14783416 14791826 14852243 43 14846143 14791826 15631535 43 14791826 14847921 14727830 43 14791826 14847921 14782626 14781858 43 14782903 15634620 14925738 14858372 43 14782641 14783416 43 14721977 14924701 43 14925738 14853033 14783416 14791826 15639937 14854331 43 14850999 14782910 43 14850999 14782910 15639937 14854331 43 14850999 14782910 14783416 14791826 15639937 14854331 43 14728328 14791305 43 15697082 14794135 14715304 14923930 43 14782903 14844315 14785174 43 14783134 15697333 43 14721174 14781831 43 14782848 14846865 43 14856118 14925463 43 14720179 14783914 43 15706552 15710095 43 15704193 15639958 43 15704197 14714302 43 14718849 15706557 43 14924711 14855573 43 14851258 15638146 14844316 14925196 43 14846135 14794425 43 14794664 14793140 43 14792378 15710881 43 14782392 14925216 43 78 83 43 14854577 14717874 43 14924436 15697333 43 14845602 14859696 43 14858636 14860175 14784674 15706277 43 14846143 14791826 15634099 14854557 43 14858636 14782087 14784674 15706277 43 14791826 14858636 15634601 15639967 15704228 14723731 43 14858636 14860175 14850991 14728632 15704228 14723731
659,14856354 14844592,72 84 98 105 116 98 70 107 102 117 106 72 84 98 105 116 98 70 107 102 117 106 14786472 14925703 14925741 15634622 15635864 14725004 14859656 15252363 14844290 15631535 15637633 14782359 15706282 15636660 14783155 14714302 14781858 14782641 14847384 15697082
660,14783134 15697333 14854817 14925479,15699080 14854534 14925206 14857858 14854542 14846612 15699080 14854534 14925206 14857858 14786472 14925703 14789561 14786237 15697082 14717848 14791612 14847406 14782092 15710888 14924977 15252363 15710363 14725004 14783626 14780832 15252363 15252363 15637896 14782641 15637896 14850999 14780811 14780582 14854577 15630475 14785415 14782903 14847407 14780294 15252363 14728344 14925703 14723494 14718849 15252363 14782910 14924216 14858412 14781104 15252363 15708803 15706536 14923942 14780072 15252363 14780847 15632262 15632285 14719138 15252363 14925706 15635358 15710336 14924988 14924434 14925703 14925741 14726585 14858926 15252363 15710367 14850991 14723726 14924935 14925455 15252363 14781844 14726048 14925708 15710906 14849952 15252358 15252358 15252358
